"rental_id","film_id","film_title","language","category","rental_duration","rental_rate","replacement_cost","rating","actor_names","amount"
574,849,"Storm Happiness","English             ","Animation",6,"0.99","28.99","NC-17","CateHarris,ChristopherBerry,GinaDegeneres,GregoryGooding,IanTandy,KennethHoffman,OlympiaPfeiffer,RockDukakis","0"
575,973,"Wife Turn","English             ","Documentary",3,"4.99","27.99","NC-17","CameronZellweger,GinaDegeneres,GretaMalden,JuliaBarrymore,MichaelBolger,WoodyHoffman","0"
576,407,"Hawk Chill","English             ","Documentary",5,"0.99","12.99","PG-13","AnneCronyn,CameronZellweger,CarmenHunt,CateMcqueen,IanTandy,ParkerGoldberg,ReeseKilmer","0"
577,83,"Blues Instinct","English             ","Family",5,"2.99","18.99","G","CameronStreep,GrouchoDunst,MatthewCarrey,SalmaNolte","0"
578,645,"Others Soup","English             ","Travel",7,"2.99","18.99","PG","BurtPosey,FrancesDay-Lewis,NatalieHopkins,OlympiaPfeiffer","0"
579,763,"Satisfaction Confidential","English             ","Sports",3,"4.99","26.99","G","CameronWray,GeneMckellen,GrouchoDunst,JohnSuvari,KevinGarland","0"
580,770,"Scissorhands Slums","English             ","Foreign",5,"2.99","13.99","G","GraceMostel,HelenVoight,JaneJackman,JuliaBarrymore,RockDukakis","0"
581,303,"Fantasy Troopers","English             ","Action",6,"0.99","27.99","PG-13","BelaWalken,ChristopherWest,GregChaplin,GretaMalden,IanTandy,JonChase,MaryKeitel,NatalieHopkins,SeanGuiness","0"
582,1000,"Zorro Ark","English             ","Comedy",3,"4.99","18.99","NC-17","IanTandy,LisaMonroe,NickDegeneres","0"
583,588,"Model Fish","English             ","Children",4,"4.99","11.99","NC-17","EdGuiness,GeneHopkins,HarveyHope,MaryKeitel,MerylGibson,RichardPenn,UmaWood,ValBolger","0"
584,398,"Hanover Galaxy","English             ","Music",5,"4.99","21.99","NC-17","AngelaHudson,JayneNeeson,JenniferDavis,JuliaMcqueen,KennethHoffman,KirstenPaltrow,ScarlettDamon","0"
585,775,"Seattle Expecations","English             ","Drama",4,"4.99","18.99","PG-13","ElvisMarx,FayWood,GregoryGooding,KennethTorn,MillaPeck,ScarlettBening","0"
586,200,"Curtain Videotape","English             ","Games",7,"0.99","27.99","PG-13","EwanGooding,JoeSwank,WalterTorn","0"
587,309,"Feud Frogmen","English             ","Family",6,"0.99","29.99","R","MaryKeitel,PenelopeCronyn,TimHackman,TomMiranda","0"
588,19,"Amadeus Holy","English             ","Action",6,"0.99","20.99","PG","JamesPitt,JohnnyLollobrigida,JuliaMcqueen,KirkJovovich,PenelopeCronyn,ValBolger","0"
589,920,"Unbreakable Karate","English             ","New",3,"0.99","16.99","G","BurtPosey,DarylCrawford,GoldieBrody,HarveyHope,KirstenPaltrow,MichaelBolger,ReeseKilmer,WarrenNolte","0"
590,104,"Bugsy Song","English             ","Foreign",4,"2.99","17.99","G","KirstenAkroyd,WoodyJolie","0"
591,83,"Blues Instinct","English             ","Family",5,"2.99","18.99","G","CameronStreep,GrouchoDunst,MatthewCarrey,SalmaNolte","0"
592,139,"Chasing Fight","English             ","Family",7,"4.99","21.99","PG","FayWinslet,JadaRyder,MenaHopper,RussellTemple,TomMiranda","0"
593,393,"Halloween Nuts","English             ","Documentary",6,"2.99","19.99","PG-13","AngelaWitherspoon,AudreyOlivier,EdChase,GrouchoSinatra,JayneNeeson,JudeCruise,SylvesterDern","0"
594,608,"Murder Antitrust","English             ","Children",6,"2.99","11.99","PG","CameronZellweger,ChristopherBerry,JadaRyder,KirkJovovich,MaryTandy,OlympiaPfeiffer,SusanDavis,WhoopiHurt","0"
595,130,"Celebrity Horn","English             ","Action",7,"0.99","24.99","PG-13","AngelaWitherspoon,DustinTautou,JayneSilverstone,MatthewLeigh","0"
596,179,"Conquerer Nuts","English             ","Drama",4,"4.99","14.99","G","CameronZellweger,HenryBerry,JohnSuvari,KevinBloom,KirstenPaltrow,MatthewJohansson","0"
597,976,"Wind Phantom","English             ","Games",6,"0.99","12.99","R","CharlizeDench,EdGuiness,ReneeBall","0"
598,130,"Celebrity Horn","English             ","Action",7,"0.99","24.99","PG-13","AngelaWitherspoon,DustinTautou,JayneSilverstone,MatthewLeigh","0"
599,898,"Tourist Pelican","English             ","Sports",4,"4.99","18.99","PG-13","BenHarris,OlympiaPfeiffer,PenelopeMonroe","0"
600,344,"Fury Murder","English             ","Children",3,"0.99","28.99","PG-13","KarlBerry,KirkJovovich,LauraBrody,WoodyJolie","0"
601,708,"Quills Bull","English             ","Documentary",4,"4.99","19.99","R","AudreyBailey,FayWinslet,JohnSuvari,LisaMonroe","0"
602,287,"Entrapment Satisfaction","English             ","Action",5,"0.99","19.99","R","FrancesDay-Lewis,FredCostner,PenelopeCronyn,WoodyHoffman","0"
603,715,"Range Moonwalker","English             ","Family",3,"4.99","25.99","PG","BurtDukakis,PenelopeMonroe,RipCrawford,RussellClose","0"
604,348,"Gandhi Kwai","English             ","Family",7,"0.99","9.99","PG-13","AngelinaAstaire,AnneCronyn,DarylCrawford,GinaDegeneres,LucilleTracy,MegHawke,PenelopePinkett,ZeroCage","0"
605,920,"Unbreakable Karate","English             ","New",3,"0.99","16.99","G","BurtPosey,DarylCrawford,GoldieBrody,HarveyHope,KirstenPaltrow,MichaelBolger,ReeseKilmer,WarrenNolte","0"
606,768,"Scarface Bang","English             ","Children",3,"4.99","11.99","PG-13","BenHarris,CateHarris,EllenPresley,EmilyDee,IanTandy,ParkerGoldberg,ReneeBall","0"
607,561,"Mask Peach","English             ","New",6,"2.99","26.99","NC-17","DanTorn,GaryPenn,JeffSilverstone,LauraBrody,LucilleDee,MegHawke,NickWahlberg,ReneeBall,SidneyCrowe,WarrenNolte,WoodyJolie","0"
608,925,"United Pilot","English             ","Documentary",3,"0.99","27.99","R","MenaHopper,RayJohansson,ReeseKilmer,RockDukakis,SeanGuiness,ValBolger","0"
609,646,"Outbreak Divine","English             ","Games",6,"0.99","12.99","NC-17","AlecWayne,FayWood,JamesPitt,MaeHoffman,RayJohansson","0"
610,795,"Siege Madre","English             ","Family",7,"0.99","23.99","R","BelaWalken,CubaOlivier,DanHarris,NatalieHopkins,RipCrawford,SalmaNolte,SidneyCrowe","0"
611,273,"Effect Gladiator","English             ","Family",6,"0.99","14.99","PG","AlecWayne,JuliaBarrymore,JuliaMcqueen,LisaMonroe,NickStallone,OlympiaPfeiffer,ReneeTracy","0"
612,471,"Island Exorcist","English             ","Classics",7,"2.99","23.99","NC-17","AngelaHudson,DarylCrawford,RayJohansson","0"
613,60,"Beast Hunchback","English             ","Classics",3,"4.99","22.99","R","AngelinaAstaire,BetteNicholson,JodieDegeneres,KennethTorn,SusanDavis","0"
614,63,"Bedazzled Married","English             ","Family",6,"0.99","21.99","PG","DanHarris,GaryPhoenix,JayneNolte,LaurenceBullock,LucilleTracy,PenelopeMonroe,ReeseWest","0"
615,745,"Roses Treasure","English             ","Sports",5,"4.99","23.99","PG-13","BurtTemple,CubaOlivier,HumphreyGarland,MaryKeitel,MorganWilliams","0"
616,220,"Deer Virginian","English             ","Music",7,"2.99","13.99","NC-17","GinaDegeneres,IanTandy,LizaBergman","0"
617,900,"Town Ark","English             ","Foreign",6,"2.99","17.99","R","GraceMostel,ReeseKilmer,ValBolger,WarrenJackman","0"
618,972,"Whisperer Giant","English             ","Sci-Fi",4,"4.99","24.99","PG-13","BelaWalken,JessicaBailey,MillaPeck","0"
619,544,"Madison Trap","English             ","Documentary",4,"2.99","11.99","R","GregoryGooding,JodieDegeneres,RipCrawford,ThoraTemple,WalterTorn","0"
620,533,"Lost Bird","English             ","Foreign",4,"2.99","21.99","PG-13","CubaBirch,KennethTorn,KirkJovovich","0"
621,253,"Drifter Commandments","English             ","Action",5,"4.99","18.99","PG-13","AlGarland,AudreyBailey,HenryBerry,KirstenPaltrow,SpencerPeck,ValBolger,VivienBergen","0"
622,514,"Lebowski Soldiers","English             ","Drama",6,"2.99","17.99","PG-13","AlbertJohansson,JoeSwank,RichardPenn","0"
623,271,"Easy Gladiator","English             ","Action",5,"4.99","12.99","G","EdMansfield,FredCostner,MatthewLeigh","0"
624,800,"Sinners Atlantis","English             ","Horror",7,"2.99","19.99","PG-13","ChristianAkroyd,HelenVoight,LauraBrody,LaurenceBullock","0"
625,634,"Odds Boogie","English             ","Family",6,"0.99","14.99","NC-17","ChrisBridges,ElvisMarx,GeoffreyHeston,KennethHoffman,MaeHoffman","0"
626,100,"Brooklyn Desert","English             ","Foreign",7,"4.99","21.99","R","AlbertNolte,GrouchoWilliams,JayneNeeson,JodieDegeneres,SeanGuiness","0"
627,93,"Brannigan Sunrise","English             ","New",4,"4.99","27.99","PG","KennethHoffman,RipCrawford","0"
628,552,"Majestic Floats","English             ","Documentary",5,"0.99","15.99","PG","EdMansfield,GrouchoSinatra,JoeSwank,JuliaZellweger,NatalieHopkins","0"
629,334,"Freddy Storm","English             ","Horror",6,"4.99","21.99","NC-17","HenryBerry,JuliaMcqueen,WalterTorn","0"
630,277,"Elephant Trojan","English             ","Horror",4,"4.99","24.99","PG-13","CameronStreep,GinaDegeneres,HarrisonBale,PenelopeGuiness,ValBolger","0"
631,539,"Luck Opus","English             ","Drama",7,"2.99","21.99","NC-17","EdChase,GeoffreyHeston,JaneJackman,MatthewCarrey,ScarlettBening,SusanDavis","0"
632,284,"Enemy Odds","English             ","Music",5,"4.99","23.99","NC-17","BelaWalken,EwanGooding,LizaBergman,VivienBergen","0"
633,11,"Alamo Videotape","English             ","Foreign",6,"0.99","16.99","G","JohnnyCage,MichaelBening,ScarlettDamon,SeanGuiness","0"
634,577,"Mile Mulan","English             ","Sports",4,"0.99","10.99","PG","AngelaHudson,JulianneDench,MenaTemple","0"
635,360,"Glass Dying","English             ","Action",4,"0.99","24.99","G","AlGarland,MatthewLeigh,MichaelBolger,SusanDavis","0"
636,916,"Turn Star","English             ","Animation",3,"2.99","10.99","G","EllenPresley,MaeHoffman,ReeseWest","0"
637,347,"Games Bowfinger","English             ","Travel",7,"4.99","17.99","PG-13","AngelaHudson,BurtPosey,FrancesTomei,HumphreyWillis,JuliaMcqueen,MaryKeitel,MatthewLeigh,RipWinslet","0"
638,589,"Modern Dorado","English             ","Documentary",3,"0.99","20.99","PG","CateHarris,JamesPitt,JudyDean,JulianneDench,LucilleTracy","0"
639,914,"Trouble Date","English             ","Travel",6,"2.99","13.99","PG","ChristianGable,GregoryGooding,JadaRyder,JudyDean,KennethPaltrow,KevinBloom,ReneeBall,RussellClose","0"
640,110,"Cabin Flash","English             ","Children",4,"0.99","25.99","NC-17","AlecWayne,BenWillis,ReneeBall,UmaWood","0"
641,776,"Secret Groundhog","English             ","Documentary",6,"4.99","11.99","PG","AngelaWitherspoon,FayKilmer,MaeHoffman","0"
642,28,"Anthem Luke","English             ","Comedy",5,"4.99","16.99","PG-13","MillaKeitel,OprahKilmer","0"
643,682,"Pittsburgh Hunchback","English             ","Family",4,"4.99","17.99","PG-13","AudreyBailey,JohnSuvari,JuliaMcqueen,PenelopeMonroe,RipCrawford","0"
644,938,"Velvet Terminator","English             ","Comedy",3,"4.99","14.99","R","AngelaHudson,CaryMcconaughey,CubaAllen,DarylCrawford,JohnnyCage,MerylAllen,MinnieKilmer,SeanWilliams,ZeroCage","0"
645,687,"Pocus Pulp","English             ","Documentary",6,"0.99","15.99","NC-17","GrouchoDunst,JohnnyLollobrigida,RalphCruz,RiverDean,TomMiranda","0"
646,417,"Hills Neighbors","English             ","Action",5,"0.99","29.99","G","ChristianAkroyd,DanHarris,JonChase,NatalieHopkins,ReneeBall,VivienBergen","0"
647,753,"Rush Goodfellas","English             ","Family",3,"0.99","20.99","PG","AlanDreyfuss,AngelaWitherspoon,KirkJovovich,MaeHoffman,SylvesterDern","0"
648,762,"Sassy Packer","English             ","Games",6,"0.99","29.99","G","AngelaWitherspoon,GrouchoSinatra,LisaMonroe","0"
649,387,"Gun Bonnie","English             ","Games",7,"0.99","27.99","G","BurtDukakis,GrouchoSinatra,IanTandy,MatthewCarrey,WillWilson","0"
650,958,"Wardrobe Phantom","English             ","Drama",6,"2.99","19.99","G","AngelinaAstaire,GregoryGooding,KirkJovovich,NickWahlberg,RiverDean,ThoraTemple,WalterTorn,WarrenNolte","0"
651,162,"Clueless Bucket","English             ","Action",4,"2.99","13.99","R","AdamHopper,AlanDreyfuss,CameronZellweger,CharlizeDench,GinaDegeneres,JonChase,MorganMcdormand,UmaWood","0"
652,267,"Eagles Panky","English             ","New",4,"4.99","14.99","NC-17","ChrisDepp,FrancesDay-Lewis,FredCostner,JudeCruise,MaeHoffman,ScarlettDamon","0"
653,25,"Angels Life","English             ","New",3,"2.99","15.99","G","ChristopherBerry,EdMansfield,GraceMostel,JenniferDavis,JuliaBarrymore,LaurenceBullock,NickDegeneres,PenelopeGuiness,ReneeBall","0"
654,502,"Knock Warlock","English             ","Comedy",4,"2.99","21.99","PG-13","AudreyOlivier,CubaOlivier,JudeCruise,ReeseKilmer,TomMiranda,WoodyHoffman","0"
655,73,"Bingo Talented","English             ","Sci-Fi",5,"2.99","22.99","PG-13","CameronWray,CaryMcconaughey,GoldieBrody,JonChase,ReneeBall","0"
656,624,"Nightmare Chill","English             ","Games",3,"4.99","25.99","PG","GeneHopkins,WalterTorn","0"
657,186,"Craft Outfield","English             ","Drama",6,"0.99","17.99","NC-17","HenryBerry,JadaRyder,LizaBergman,MaryKeitel,RipCrawford,ScarlettDamon","0"
658,708,"Quills Bull","English             ","Documentary",4,"4.99","19.99","R","AudreyBailey,FayWinslet,JohnSuvari,LisaMonroe","0"
659,303,"Fantasy Troopers","English             ","Action",6,"0.99","27.99","PG-13","BelaWalken,ChristopherWest,GregChaplin,GretaMalden,IanTandy,JonChase,MaryKeitel,NatalieHopkins,SeanGuiness","0"
660,309,"Feud Frogmen","English             ","Family",6,"0.99","29.99","R","MaryKeitel,PenelopeCronyn,TimHackman,TomMiranda","0"
661,486,"Jet Neighbors","English             ","Foreign",7,"4.99","14.99","R","FayKilmer,GeneWillis,GregChaplin,HumphreyGarland,MerylAllen,MinnieKilmer","0"
662,650,"Pacific Amistad","English             ","Documentary",3,"0.99","27.99","G","AngelinaAstaire,CateMcqueen,DustinTautou,EdGuiness,HumphreyGarland,JoeSwank,JohnnyLollobrigida,SusanDavis","0"
663,870,"Swarm Gold","English             ","Horror",4,"0.99","12.99","PG-13","AngelinaAstaire,BurtPosey,JessicaBailey,MatthewCarrey,SpencerPeck,WoodyJolie","0"
664,18,"Alter Victory","English             ","Animation",6,"0.99","27.99","PG-13","AngelaWitherspoon,JadaRyder,OprahKilmer,ReeseKilmer","0"
665,227,"Details Packer","English             ","Games",4,"4.99","17.99","R","MichelleMcconaughey,SalmaNolte","0"
666,676,"Philadelphia Wife","English             ","Sports",7,"4.99","16.99","PG-13","MaryTandy,SeanGuiness","0"
667,174,"Confidential Interview","English             ","Music",6,"4.99","13.99","NC-17","ParkerGoldberg,SylvesterDern","0"
668,772,"Sea Virgin","English             ","Drama",4,"2.99","24.99","PG","CateHarris,DustinTautou,EmilyDee,GaryPenn,GoldieBrody,HumphreyGarland,RussellBacall,WilliamHackman","0"
669,804,"Sleeping Suspects","English             ","Horror",7,"4.99","13.99","PG-13","KirstenPaltrow,MillaKeitel,SandraKilmer,WillWilson","0"
670,51,"Balloon Homeward","English             ","Music",5,"2.99","10.99","NC-17","GaryPenn,MenaTemple,ParkerGoldberg,ReneeBall,RichardPenn,RockDukakis","0"
671,230,"Diary Panic","English             ","Drama",7,"2.99","20.99","G","DarylCrawford,JodieDegeneres,MaeHoffman,MaryTandy","0"
672,152,"Circus Youth","English             ","Children",5,"2.99","13.99","PG-13","BobFawcett,MatthewCarrey","0"
673,383,"Groove Fiction","English             ","Sports",6,"0.99","13.99","NC-17","DanHarris,HarrisonBale,IanTandy,JaneJackman,JodieDegeneres,JohnnyLollobrigida,MinnieZellweger","0"
674,254,"Driver Annie","English             ","Sports",4,"2.99","11.99","PG-13","CharlizeDench,ChristianAkroyd,FayWinslet,MorganMcdormand,MorganWilliams,ParkerGoldberg,SandraKilmer,UmaWood","0"
675,282,"Encounters Curtain","English             ","Drama",5,"0.99","20.99","NC-17","AlecWayne,AnneCronyn,EwanGooding,MerylGibson","0"
676,506,"Lady Stage","English             ","Horror",4,"4.99","14.99","PG","AnneCronyn,FrancesDay-Lewis,HarrisonBale,JeffSilverstone,PenelopeCronyn,PenelopeGuiness,RayJohansson,RockDukakis","0"
677,995,"Yentl Idaho","English             ","Horror",5,"4.99","11.99","R","ReeseWest","0"
678,818,"Something Duck","English             ","Drama",4,"4.99","17.99","NC-17","EdMansfield,LauraBrody,MichaelBolger","0"
679,201,"Cyclone Family","English             ","Foreign",7,"2.99","18.99","PG","HelenVoight,JudyDean,RipCrawford","0"
680,901,"Tracy Cider","English             ","Animation",3,"0.99","29.99","G","GraceMostel,ReeseKilmer,SeanGuiness","0"
681,735,"Robbers Joon","English             ","Children",7,"2.99","26.99","PG-13","AngelaHudson,CubaAllen,JadaRyder,MatthewLeigh,MillaPeck","0"
682,694,"Prejudice Oleander","English             ","Classics",6,"4.99","15.99","PG-13","AngelaHudson,CaryMcconaughey,ChristianGable,DustinTautou,KennethHoffman,MichaelBolger,MillaPeck,RayJohansson,SylvesterDern,ValBolger","0"
683,443,"Hurricane Affair","English             ","Comedy",6,"2.99","11.99","PG","FayWinslet,KirstenAkroyd,RussellBacall","0"
684,711,"Raging Airplane","English             ","Sci-Fi",4,"4.99","18.99","R","BobFawcett,JohnSuvari,MinnieZellweger","0"
685,304,"Fargo Gandhi","English             ","Children",3,"2.99","28.99","G","ChristopherWest,KennethPesci,MichelleMcconaughey,MorganWilliams,ScarlettDamon","0"
686,532,"Loser Hustler","English             ","Sports",5,"4.99","28.99","PG","AdamGrant,MatthewJohansson,VivienBasinger,WoodyHoffman,ZeroCage","0"
687,377,"Grease Youth","English             ","Family",7,"0.99","20.99","G","AdamHopper,KirkJovovich,SidneyCrowe","0"
688,898,"Tourist Pelican","English             ","Sports",4,"4.99","18.99","PG-13","BenHarris,OlympiaPfeiffer,PenelopeMonroe","0"
689,162,"Clueless Bucket","English             ","Action",4,"2.99","13.99","R","AdamHopper,AlanDreyfuss,CameronZellweger,CharlizeDench,GinaDegeneres,JonChase,MorganMcdormand,UmaWood","0"
690,580,"Mine Titans","English             ","New",3,"4.99","12.99","PG-13","HumphreyGarland,NickDegeneres","0"
691,879,"Telegraph Voyage","English             ","Music",3,"4.99","20.99","PG","CarmenHunt,GinaDegeneres,LucilleDee,MichaelBening,ThoraTemple,VivienBasinger,WoodyHoffman","0"
692,174,"Confidential Interview","English             ","Music",6,"4.99","13.99","NC-17","ParkerGoldberg,SylvesterDern","0"
693,138,"Chariots Conspiracy","English             ","Sci-Fi",5,"2.99","29.99","R","GinaDegeneres,MichaelBolger","0"
694,129,"Cause Date","English             ","Documentary",3,"2.99","16.99","R","DustinTautou,JayneNeeson,JayneSilverstone,PenelopePinkett,ReeseWest,WilliamHackman","0"
695,930,"Vacation Boondock","English             ","Sci-Fi",4,"2.99","23.99","R","AdamHopper,ChristianGable,FayKilmer,GretaKeitel,LisaMonroe,MegHawke","0"
696,450,"Idols Snatchers","English             ","Children",5,"2.99","29.99","NC-17","AdamGrant,AlbertNolte,JaneJackman,MaryKeitel,OlympiaPfeiffer,RussellBacall,SeanWilliams,TomMckellen","0"
